rank,name,link,img_link,Studios,Source,Genres,Popularity,Favorites,type,date,members,score,Watching,Completed,On-Hold,Dropped,Plan_to_Watch,Total,eps,Action,Military,Adventure,Comedy,Drama,Magic,Fantasy,Shounen,Thriller,Sci-Fi,Historical,Parody,Samurai,Super Power,Space,Mystery,Game,Seinen,Slice of Life,School,Romance,Supernatural,Vampire,Mecha,Sports,Psychological,Josei,Music,Horror,Police,Martial Arts,Demons,Shoujo,Dementia,Harem,Ecchi,Shounen Ai,Cars,Kids,Shoujo Ai
494,Major Movie: Yuujou no Winning Shot,https://myanimelist.net/anime/5029/Major_Movie__Yuujou_no_Winning_Shot,https://cdn.myanimelist.net/r/100x140/images/anime/10/75221.jpg?s=16d61828b82537dc4cb8ba3f9fbf1f7d,Xebec,Manga,"['Action', 'Sports', 'Shounen']",3863,27,Movie,Dec 2008 - Dec 2008,16585,8.03,268,12906,145,197,3098,16614,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
495,Mobile Suit Gundam: The 08th MS Team,https://myanimelist.net/anime/81/Mobile_Suit_Gundam__The_08th_MS_Team,https://cdn.myanimelist.net/r/100x140/images/anime/9/75618.jpg?s=07a03adb97bcd9a2f04b67827fa94aa3,Sunrise,Original,"['Adventure', 'Drama', 'Mecha', 'Military', 'Romance', 'Sci-Fi']",1919,891,OVA,Jan 1996 - Jul 1999,60351,8.03,2303,42030,1396,763,13983,60475,12,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
496,Akagami no Shirayuki-hime 2nd Season,https://myanimelist.net/anime/31173/Akagami_no_Shirayuki-hime_2nd_Season,https://cdn.myanimelist.net/r/100x140/images/anime/12/77834.jpg?s=6cf252ca78f234d312d7e9a669d7eb79,Bones,Manga,"['Drama', 'Romance', 'Fantasy', 'Shoujo']",581,1464,TV,Jan 2016 - Mar 2016,228925,8.02,10643,168463,5792,3348,41096,229342,12,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
497,Aria the Origination: Sono Choppiri Himitsu no Basho ni...,https://myanimelist.net/anime/4772/Aria_the_Origination__Sono_Choppiri_Himitsu_no_Basho_ni,https://cdn.myanimelist.net/r/100x140/images/anime/11/15053.jpg?s=a9c00c923ba7fe0886f90df3909e6634,Hal Film Maker,Unknown,"['Slice of Life', 'Comedy', 'Shounen']",3755,22,Special,Jun 2008 - Jun 2008,17620,8.02,287,11262,257,215,5626,17647,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
498,Dragon Ball,https://myanimelist.net/anime/223/Dragon_Ball,https://cdn.myanimelist.net/r/100x140/images/anime/1887/92364.jpg?s=9d44731ef4a982b76bc896c781f4ef90,Toei Animation,Manga,"['Adventure', 'Comedy', 'Fantasy', 'Martial Arts', 'Shounen', 'Super Power']",118,12548,TV,Feb 1986 - Apr 1989,681152,8.02,34486,559450,25357,22140,41955,683388,153,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
499,Durarara!!x2 Ten,https://myanimelist.net/anime/27831/Durararax2_Ten,https://cdn.myanimelist.net/r/100x140/images/anime/8/74981.jpg?s=6e6f68d56af4e43dcd469a6da5a3cafe,Shuka,Light novel,"['Action', 'Mystery', 'Supernatural']",430,766,TV,Jul 2015 - Sep 2015,294628,8.02,12733,204691,7021,3263,67344,295052,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,Golden Boy,https://myanimelist.net/anime/268/Golden_Boy,https://cdn.myanimelist.net/r/100x140/images/anime/3/62867.jpg?s=40effd79c09b10f17a15d7f2dd5ca9e9,APPP,Manga,"['Adventure', 'Comedy', 'Ecchi']",570,3501,OVA,Oct 1995 - Jun 1996,234700,8.02,7700,166001,4102,3725,54126,235654,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
501,Hanada Shounen-shi,https://myanimelist.net/anime/2004/Hanada_Shounen-shi,https://cdn.myanimelist.net/r/100x140/images/anime/2/87319.jpg?s=4989d0da90d446fb724a1b64da26923d,Madhouse,Manga,"['Comedy', 'Drama', 'Seinen', 'Slice of Life', 'Supernatural']",4539,112,TV,Oct 2002 - Mar 2003,11300,8.02,503,3783,483,489,6063,11321,25,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
502,Kokoro Connect: Michi Random,https://myanimelist.net/anime/16001/Kokoro_Connect__Michi_Random,https://cdn.myanimelist.net/r/100x140/images/anime/10/45526.jpg?s=b8f3db001f65851cdeb2a712d0979b54,Silver Link.,Light novel,"['Comedy', 'Drama', 'Romance', 'School', 'Slice of Life', 'Supernatural']",682,794,Special,Nov 2012 - Dec 2012,199047,8.02,3295,168289,1677,1088,25125,199474,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503,Koukaku Kidoutai 2.0,https://myanimelist.net/anime/4672/Koukaku_Kidoutai_20,https://cdn.myanimelist.net/r/100x140/images/anime/3/75608.jpg?s=1325b5a5d22629021d995847ca609682,Production I.G,Manga,"['Action', 'Sci-Fi', 'Police', 'Psychological', 'Mecha', 'Seinen']",1636,272,Movie,Jul 2008 - Jul 2008,76433,8.02,1214,49478,704,585,24526,76507,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
504,Koukaku Kidoutai: Stand Alone Complex 2nd GIG - Individual Eleven,https://myanimelist.net/anime/2448/Koukaku_Kidoutai__Stand_Alone_Complex_2nd_GIG_-_Individual_Eleven,https://cdn.myanimelist.net/r/100x140/images/anime/5/2829.jpg?s=6f6175ad413532dc5198890c538e39f2,Production I.G,Unknown,"['Action', 'Sci-Fi', 'Mecha']",3177,44,Special,Jan 2006 - Jan 2006,24942,8.02,492,14785,357,244,9087,24965,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505,Mobile Suit Gundam: Iron-Blooded Orphans,https://myanimelist.net/anime/31251/Mobile_Suit_Gundam__Iron-Blooded_Orphans,https://cdn.myanimelist.net/r/100x140/images/anime/6/75879.jpg?s=9c19a9a81739a07132dc3ea735ec2342,Sunrise,Original,"['Action', 'Drama', 'Mecha', 'Sci-Fi', 'Space']",889,2091,TV,Oct 2015 - Mar 2016,155651,8.02,15762,92675,8151,6865,32425,155878,25,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506,Noragami,https://myanimelist.net/anime/20507/Noragami,https://cdn.myanimelist.net/r/100x140/images/anime/9/77809.jpg?s=1042bea2615c74f20422d3b4c09097b5,Bones,Manga,"['Action', 'Adventure', 'Comedy', 'Supernatural', 'Shounen']",18,27460,TV,Jan 2014 - Mar 2014,1412290,8.02,59909,1091665,28397,21969,213839,1415779,12,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507,Omae Umasou da na,https://myanimelist.net/anime/9204/Omae_Umasou_da_na,https://cdn.myanimelist.net/r/100x140/images/anime/11/27167.jpg?s=54c9e40da39a9e6893caa09d0af8136d,Ajia-Do,Picture book,"['Action', 'Adventure', 'Fantasy', 'Kids']",4204,135,Movie,Oct 2010 - Oct 2010,13558,8.02,311,7201,132,164,5775,13583,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
508,Phantom: Requiem for the Phantom,https://myanimelist.net/anime/5682/Phantom__Requiem_for_the_Phantom,https://cdn.myanimelist.net/r/100x140/images/anime/8/22470.jpg?s=6372b95add20acef2ee05d1712fe8ccf,Bee Train,Visual novel,"['Action', 'Drama', 'Seinen', 'Thriller']",500,4207,TV,Apr 2009 - Sep 2009,260399,8.02,14085,124332,10816,9247,102358,260838,26,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509,Serial Experiments Lain,https://myanimelist.net/anime/339/Serial_Experiments_Lain,https://cdn.myanimelist.net/r/100x140/images/anime/1718/91550.jpg?s=c48ba90aba0bcf6c0a94092dc411be90,Triangle Staff,Original,"['Dementia', 'Drama', 'Mystery', 'Psychological', 'Sci-Fi', 'Supernatural']",257,15586,TV,Jul 1998 - Sep 1998,442578,8.02,28255,206017,21612,14442,174326,444652,13,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
510,Tennis no Ouji-sama: Zenkoku Taikai-hen - Final,https://myanimelist.net/anime/4053/Tennis_no_Ouji-sama__Zenkoku_Taikai-hen_-_Final,https://cdn.myanimelist.net/r/100x140/images/anime/9/7525.jpg?s=22bdb47c73514ac5beb4ce929e351efb,M.S.C,Manga,"['Comedy', 'Sports', 'School', 'Shounen']",2865,66,OVA,Apr 2008 - Jan 2009,30229,8.02,577,24898,356,301,4122,30254,7,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511,Wu Shan Wu Xing,https://myanimelist.net/anime/37936/Wu_Shan_Wu_Xing,https://cdn.myanimelist.net/r/100x140/images/anime/1335/108930.jpg?s=688c715429c3479cc416df89be97804b,Nice Boat Animation,Original,"['Action', 'Historical', 'Martial Arts', 'Fantasy']",4062,100,ONA,Jul 2020 - Aug 2020,14717,8.02,1729,4178,221,129,8629,14886,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
512,xxxHOLiC,https://myanimelist.net/anime/861/xxxHOLiC,https://cdn.myanimelist.net/r/100x140/images/anime/5/21858.jpg?s=ec67ad0d3be836878696b9cb49033f81,Production I.G,Manga,"['Comedy', 'Drama', 'Mystery', 'Psychological', 'Supernatural']",556,4034,TV,Apr 2006 - Sep 2006,240405,8.02,12794,119890,13327,11268,83518,240797,24,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
513,Youjo Senki,https://myanimelist.net/anime/32615/Youjo_Senki,https://cdn.myanimelist.net/r/100x140/images/anime/5/82890.jpg?s=24aa0d8d3ff82c344c1056131e8c23cf,Nut,Light novel,"['Action', 'Military', 'Magic']",176,8024,TV,Jan 2017 - Mar 2017,555041,8.02,37549,372290,15673,19228,111295,556035,12,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
514,Nurarihyon no Mago: Sennen Makyou,https://myanimelist.net/anime/10049/Nurarihyon_no_Mago__Sennen_Makyou,https://cdn.myanimelist.net/r/100x140/images/anime/5/77300.jpg?s=b71e7e8872b8a23984961b081c337916,Studio Deen,Manga,"['Action', 'Demons', 'Shounen', 'Supernatural']",1054,657,TV,Jul 2011 - Dec 2011,130768,8.01,6196,93656,3397,2365,25320,130934,24,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
515,One Piece Film: Strong World Episode 0,https://myanimelist.net/anime/8740/One_Piece_Film__Strong_World_Episode_0,https://cdn.myanimelist.net/r/100x140/images/anime/1172/109469.jpg?s=22991a09b517b2f0a638b9e3aed05e8b,Toei Animation,Manga,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Shounen', 'Super Power']",1891,66,OVA,Apr 2010 - Apr 2010,61445,8.01,811,53735,336,281,6377,61540,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
516,Tamako Love Story,https://myanimelist.net/anime/21647/Tamako_Love_Story,https://cdn.myanimelist.net/r/100x140/images/anime/1417/91333.jpg?s=1d7d5aa429935c06b3b4ae5768c27b8d,Kyoto Animation,Original,"['Comedy', 'Romance', 'Slice of Life']",594,1611,Movie,Apr 2014 - Apr 2014,225840,8.01,6613,138003,2114,1013,78792,226535,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
517,Tate no Yuusha no Nariagari,https://myanimelist.net/anime/35790/Tate_no_Yuusha_no_Nariagari,https://cdn.myanimelist.net/r/100x140/images/anime/1490/101365.jpg?s=1012df54ca581ab1331eb2b566be68f6,Kinema Citrus,Light novel,"['Action', 'Adventure', 'Drama', 'Fantasy']",90,16395,TV,Jan 2019 - Jun 2019,795841,8.01,103280,545448,14160,25181,109560,797629,25,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
518,Yowamushi Pedal,https://myanimelist.net/anime/18179/Yowamushi_Pedal,https://cdn.myanimelist.net/r/100x140/images/anime/5/53211.jpg?s=6446aae82547ed21b5e4f07687e2c9ac,TMS Entertainment,Manga,"['Comedy', 'Sports', 'Drama', 'Shounen']",797,2143,TV,Oct 2013 - Jul 2014,173388,8.01,13298,107676,8749,7603,36308,173634,38,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
519,Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 3 - Yakusoku,https://myanimelist.net/anime/34376/Yuuki_Yuuna_wa_Yuusha_de_Aru__Washio_Sumi_no_Shou_3_-_Yakusoku,https://cdn.myanimelist.net/r/100x140/images/anime/7/86984.jpg?s=812987ea181755c34d0364a3b618a231,Studio Gokumi,Light novel,"['Drama', 'Fantasy', 'Magic', 'Slice of Life']",4610,37,Movie,Jul 2017 - Jul 2017,10880,8.01,348,5292,153,158,4933,10884,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,Zetsuen no Tempest,https://myanimelist.net/anime/14075/Zetsuen_no_Tempest,https://cdn.myanimelist.net/r/100x140/images/anime/7/42453.jpg?s=91229aed5b0bfd49fb4ef7ae5706f5e9,Bones,Manga,"['Action', 'Mystery', 'Psychological', 'Drama', 'Magic', 'Fantasy', 'Shounen']",236,6212,TV,Oct 2012 - Mar 2013,463827,8.01,27466,260964,19840,18018,138116,464404,24,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521,"Clannad: Mou Hitotsu no Sekai, Tomoyo-hen",https://myanimelist.net/anime/4059/Clannad__Mou_Hitotsu_no_Sekai_Tomoyo-hen,https://cdn.myanimelist.net/r/100x140/images/anime/12/19620.jpg?s=6a30c6574d6c36eb20f482f8f9214687,Kyoto Animation,Visual novel,"['Drama', 'Romance', 'School', 'Slice of Life']",541,851,Special,Jul 2008 - Jul 2008,246673,8.01,1785,223427,853,668,20319,247052,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
522,Hibike! Euphonium,https://myanimelist.net/anime/27989/Hibike_Euphonium,https://cdn.myanimelist.net/r/100x140/images/anime/6/72445.jpg?s=f369e718f51116afea390b27c69bbcde,Kyoto Animation,Novel,"['Music', 'School', 'Drama']",406,5204,TV,Apr 2015 - Jul 2015,310514,8.01,16841,166327,9830,8438,109722,311158,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
523,Kanon (2006),https://myanimelist.net/anime/1530/Kanon_2006,https://cdn.myanimelist.net/r/100x140/images/anime/4/56301.jpg?s=c83e781f02fb67f1b3b9c0acde6bd2e3,Kyoto Animation,Visual novel,"['Slice of Life', 'Supernatural', 'Drama', 'Romance']",588,4458,TV,Oct 2006 - Mar 2007,226732,8.01,6990,146813,6693,6006,60490,226992,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524,Log Horizon,https://myanimelist.net/anime/17265/Log_Horizon,https://cdn.myanimelist.net/r/100x140/images/anime/5/84004.jpg?s=11ff618ba937bdac558fe4a8b737ae86,Satelight,Light novel,"['Action', 'Game', 'Adventure', 'Magic', 'Fantasy']",83,9719,TV,Oct 2013 - Mar 2014,818382,8.01,50312,541128,30768,33720,163853,819781,25,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525,Code Geass: Fukkatsu no Lelouch,https://myanimelist.net/anime/34437/Code_Geass__Fukkatsu_no_Lelouch,https://cdn.myanimelist.net/r/100x140/images/anime/1647/96892.jpg?s=ffc205bb0fca2f32d164308277126806,Sunrise,Original,"['Action', 'Military', 'Sci-Fi', 'Super Power', 'Drama', 'Mecha']",686,1517,Movie,Feb 2019 - Feb 2019,197454,8.0,3534,80578,1161,727,111759,197759,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
526,Hanamonogatari,https://myanimelist.net/anime/21855/Hanamonogatari,https://cdn.myanimelist.net/r/100x140/images/anime/13/65755.jpg?s=7d8c0ad585d85f099a2e1504a1459bd5,Shaft,Light novel,"['Mystery', 'Comedy', 'Supernatural']",417,1092,TV,Aug 2014 - Aug 2014,305585,8.0,7840,219643,3573,1443,73720,306219,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
527,Hyouge Mono,https://myanimelist.net/anime/9996/Hyouge_Mono,https://cdn.myanimelist.net/r/100x140/images/anime/3/77282.jpg?s=f5d42f4542a95c1b457a277e27e4029c,Bee Train,Manga,"['Historical', 'Samurai', 'Seinen']",3453,247,TV,Apr 2011 - Jan 2012,21039,8.0,1648,3021,1594,1185,13633,21081,39,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
528,Mahou Shoujo Lyrical Nanoha A's,https://myanimelist.net/anime/77/Mahou_Shoujo_Lyrical_Nanoha_As,https://cdn.myanimelist.net/r/100x140/images/anime/4/6767.jpg?s=7a66a70d9e3461362e16cafc8dc2e110,Seven Arcs,Original,"['Action', 'Comedy', 'Drama', 'Magic', 'Super Power']",2016,1005,TV,Oct 2005 - Dec 2005,55936,8.0,1315,39521,1070,804,13278,55988,13,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
529,Quanzhi Gaoshou,https://myanimelist.net/anime/33926/Quanzhi_Gaoshou,https://cdn.myanimelist.net/r/100x140/images/anime/7/81892.jpg?s=1bbf502d730e4dff8d7a90953a914471,B.CMAY PICTURES,Novel,"['Action', 'Game']",498,3472,ONA,Apr 2017 - Jun 2017,261023,8.0,22192,157478,6778,9121,65774,261343,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530,Ramayana: The Legend of Prince Rama,https://myanimelist.net/anime/4921/Ramayana__The_Legend_of_Prince_Rama,https://cdn.myanimelist.net/r/100x140/images/anime/1070/104671.jpg?s=f031ebf11d155c291a0289ef6196a798,Nippon Ramayana Film Co.,Other,['Adventure'],7802,45,Movie,Mar 1992 - Mar 1992,2782,8.0,65,1972,30,63,685,2815,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531,Rurouni Kenshin: Meiji Kenkaku Romantan - Seisou-hen,https://myanimelist.net/anime/401/Rurouni_Kenshin__Meiji_Kenkaku_Romantan_-_Seisou-hen,https://cdn.myanimelist.net/r/100x140/images/anime/1971/90877.jpg?s=4b831870459006ff1d62425a64dd0770,Studio Deen,Manga,"['Romance', 'Samurai', 'Historical', 'Drama', 'Shounen']",1745,388,OVA,Dec 2001 - Dec 2001,69463,8.0,991,53989,654,411,13499,69544,2,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532,Saint Seiya: The Lost Canvas - Meiou Shinwa,https://myanimelist.net/anime/6171/Saint_Seiya__The_Lost_Canvas_-_Meiou_Shinwa,https://cdn.myanimelist.net/r/100x140/images/anime/8/75546.jpg?s=7ed0fa94a514c7b7a65710852906b315,TMS Entertainment,Manga,"['Action', 'Adventure', 'Martial Arts', 'Shounen', 'Super Power', 'Supernatural']",1568,924,OVA,Jun 2009 - Apr 2010,80513,8.0,4082,54568,2307,2090,17599,80646,13,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
533,Sekaiichi Hatsukoi 2,https://myanimelist.net/anime/11123/Sekaiichi_Hatsukoi_2,https://cdn.myanimelist.net/r/100x140/images/anime/8/34871.jpg?s=5ca548158da6bbb7d3a7599e16594716,Studio Deen,Manga,"['Comedy', 'Drama', 'Romance', 'Shounen Ai']",1151,837,TV,Oct 2011 - Dec 2011,120190,8.0,3515,102769,1435,1584,11059,120362,12,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
534,Nekomonogatari: Kuro,https://myanimelist.net/anime/15689/Nekomonogatari__Kuro,https://cdn.myanimelist.net/r/100x140/images/anime/4/84001.jpg?s=69a88dc4e58478c4b3472127ac4ebdca,Shaft,Light novel,"['Comedy', 'Supernatural', 'Romance', 'Ecchi']",302,1045,TV,Dec 2012 - Dec 2012,396783,7.99,8370,318280,3216,1672,66055,397593,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
535,Tekkon Kinkreet,https://myanimelist.net/anime/2154/Tekkon_Kinkreet,https://cdn.myanimelist.net/r/100x140/images/anime/12/8520.jpg?s=053734271af4a010cd129d856caa12d3,Studio 4°C,Manga,"['Action', 'Adventure', 'Psychological', 'Supernatural']",1544,1210,Movie,Dec 2006 - Dec 2006,83009,7.99,1707,44854,869,495,35229,83154,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
536,Usagi Drop Specials,https://myanimelist.net/anime/11113/Usagi_Drop_Specials,https://cdn.myanimelist.net/r/100x140/images/anime/7/30759.jpg?s=9392f838df55d9cfbbd4c9db8ea83d50,Production I.G,Manga,"['Josei', 'Slice of Life']",1963,35,Special,Oct 2011 - Jan 2012,58226,7.99,1089,47252,745,332,8876,58294,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
537,Douluo Dalu: Hao Tian Yang Wei,https://myanimelist.net/anime/42496/Douluo_Dalu__Hao_Tian_Yang_Wei,https://cdn.myanimelist.net/r/100x140/images/anime/1124/108561.jpg?s=ccaad1f5f64d89ed4dd3a221b883d94d,Sparkly Key Animation Studio,Novel,"['Action', 'Adventure', 'Historical', 'Supernatural', 'Martial Arts', 'Fantasy']",8168,16,ONA,Nov 2019 - Feb 2020,2417,7.99,175,1615,26,33,579,2428,13,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
538,Fate/kaleid liner Prisma☆Illya Movie: Sekka no Chikai,https://myanimelist.net/anime/34100/Fate_kaleid_liner_Prisma☆Illya_Movie__Sekka_no_Chikai,https://cdn.myanimelist.net/r/100x140/images/anime/1996/93042.jpg?s=e51ad405db8de21e57ecc0a165f63191,Silver Link.,Manga,"['Action', 'Fantasy', 'Magic']",1905,255,Movie,Aug 2017 - Aug 2017,60877,7.99,1718,34792,632,372,23439,60953,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
539,Gekkan Shoujo Nozaki-kun,https://myanimelist.net/anime/23289/Gekkan_Shoujo_Nozaki-kun,https://cdn.myanimelist.net/r/100x140/images/anime/5/66083.jpg?s=22e80a68ff08732fb8c53a9afbf3386a,Doga Kobo,4-koma manga,"['Comedy', 'Romance', 'School']",135,9249,TV,Jul 2014 - Sep 2014,631846,7.99,33878,437955,18033,14877,128408,633151,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,Haibane Renmei,https://myanimelist.net/anime/387/Haibane_Renmei,https://cdn.myanimelist.net/r/100x140/images/anime/9/13134.jpg?s=d7b40f759d5974f5fa8f866923b85341,Radix,Other,"['Slice of Life', 'Mystery', 'Psychological', 'Drama', 'Fantasy']",673,5684,TV,Oct 2002 - Dec 2002,201708,7.99,8656,91295,7800,5230,89204,202185,13,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
541,Hokuto no Ken,https://myanimelist.net/anime/967/Hokuto_no_Ken,https://cdn.myanimelist.net/r/100x140/images/anime/8/18502.jpg?s=868a6895109461856ed041cd70ad8ecb,Toei Animation,Manga,"['Action', 'Drama', 'Martial Arts', 'Sci-Fi', 'Shounen']",1399,1938,TV,Oct 1984 - Mar 1987,93549,7.99,10579,31215,8833,5238,37924,93789,109,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
